           1
       -2.5557103450       -0.0087025814        0.0000000000
       -0.1315499992       -0.0320583295        0.0000000000
        2.4121512255        0.1852615323        0.0000000000
        3.2756771455       -1.7205441431        0.0000000000
           2
       -2.5275879107       -0.0108713064        0.0000000000
       -0.1412074324       -0.0324827588        0.0000000000
        2.4023676783        0.1863082365        0.0000000000
        3.2669956917       -1.7189976931        0.0000000000
           3
       -2.5300844355       -0.0114063825        0.0000000000
       -0.1342491850       -0.0323699865        0.0000000000
        2.3998452106        0.1863870036        0.0000000000
        3.2650564367       -1.7186541564        0.0000000000
           4
       -2.5333684285       -0.0101290237        0.0000000000
       -0.1375592905       -0.0338902254        0.0000000000
        2.4062033814        0.1827092014        0.0000000000
        3.2652923645       -1.7147334741        0.0000000000
           5
       -2.5326236231       -0.0125948356        0.0000000000
       -0.1367768927       -0.0322026071        0.0000000000
        2.4066064583        0.1888063822        0.0000000000
        3.2633620843       -1.7200524613        0.0000000000
           6
       -2.5351842441       -0.0069616940        0.0000000000
       -0.1394445313       -0.0369158083        0.0000000000
        2.4037823174        0.1858868833        0.0000000000
        3.2714144848       -1.7180529028        0.0000000000
           7
       -2.5346184273       -0.0103302711        0.0000000000
       -0.1387928815       -0.0323750971        0.0000000000
        2.4048139648        0.1860466382        0.0000000000
        3.2691653707       -1.7193847918        0.0000000000
           8
       -2.5340290094       -0.0136994531        0.0000000000
       -0.1381437604       -0.0278378397        0.0000000000
        2.4058352992        0.1862051175        0.0000000000
        3.2669054975       -1.7207113465        0.0000000000
           9
       -2.5366057214       -0.0080654410        0.0000000000
       -0.1408038967       -0.0325529305        0.0000000000
        2.4030243205        0.1832753453        0.0000000000
        3.2749533245       -1.7187004956        0.0000000000
          10
       -2.5358693146       -0.0105287621        0.0000000000
       -0.1400286175       -0.0308603739        0.0000000000
        2.4034213893        0.1893801898        0.0000000000
        3.2730445695       -1.7240345756        0.0000000000
          11
       -2.5391526973       -0.0092549687        0.0000000000
       -0.1433373092       -0.0323773855        0.0000000000
        2.4097818694        0.1857044185        0.0000000000
        3.2732761640       -1.7201155862        0.0000000000
          12
       -2.5325810157       -0.0119436051        0.0000000000
       -0.1272911629       -0.0322530950        0.0000000000
        2.3973227341        0.1864646088        0.0000000000
        3.2631174713       -1.7183114306        0.0000000000
          13
       -2.5358646153       -0.0106624433        0.0000000000
       -0.1306001320       -0.0337820579        0.0000000000
        2.4036818899        0.1827904706        0.0000000000
        3.2633508842       -1.7143894913        0.0000000000
          14
       -2.5351200725       -0.0131339168        0.0000000000
       -0.1298191130       -0.0320824184        0.0000000000
        2.4040835300        0.1888845978        0.0000000000
        3.2614236824       -1.7197117844        0.0000000000
          15
       -2.5376849913       -0.0074896637        0.0000000000
       -0.1324880941       -0.0368092303        0.0000000000
        2.4012565864        0.1859617751        0.0000000000
        3.2694845259       -1.7177064030        0.0000000000
          16
       -2.5371148721       -0.0108656334        0.0000000000
       -0.1318344439       -0.0322622039        0.0000000000
        2.4022917836        0.1861257303        0.0000000000
        3.2672255593       -1.7190414148        0.0000000000
          17
       -2.5365211392       -0.0142422071        0.0000000000
       -0.1311832966       -0.0277186430        0.0000000000
        2.4033166573        0.1862883901        0.0000000000
        3.2649558054       -1.7203710618        0.0000000000
          18
       -2.5391021556       -0.0085970759        0.0000000000
       -0.1338448063       -0.0324473462        0.0000000000
        2.4005028877        0.1833553234        0.0000000000
        3.2730121010       -1.7183544231        0.0000000000
          19
       -2.5383660160       -0.0110660604        0.0000000000
       -0.1330709033       -0.0307427639        0.0000000000
        2.4008985211        0.1894571052        0.0000000000
        3.2711064250       -1.7236918027        0.0000000000
          20
       -2.5391503796       -0.0093789212        0.0000000000
       -0.1339145028       -0.0353043605        0.0000000000
        2.4100336841        0.1791052138        0.0000000000
        3.2635992252       -1.7104654539        0.0000000000
          21
       -2.5384128588       -0.0118436396        0.0000000000
       -0.1331357655       -0.0336118711        0.0000000000
        2.4104380397        0.1851943001        0.0000000000
        3.2616786114       -1.7157823112        0.0000000000
          22
       -2.5409605839       -0.0062112668        0.0000000000
       -0.1357995440       -0.0383379508        0.0000000000
        2.4076166895        0.1822922966        0.0000000000
